427;ZA5274_Vardf13a;VERH.BEFR.: SCHEIDUNGSJAHR, 2. EHE      ;Nennen Sie mir bitte noch das Jahr Ihrer Eheschließung. Falls Sie mehrere Male verheiratet waren, beginnen Sie mit dem Jahr, in dem die erste Heirat stattfand.;;&Nicht verheiratet (Code 3-5, 8, 9 in mstat), keine zweite Ehe, zweite Ehe nicht geschieden&Keine Angabe&Verweigert&Nicht erhoben 1990, 1992-1998, 2002-2008, 2012-2018;;;;
428;ZA5274_Varscdw19;DAUER D.EHEMALIGEN ARBEITSLOSIGK., EHEP.;Wie lange war das insgesamt?;;&Nicht verheiratet (3-5 in mstat), Ehepartner war in den letzten Jahren nicht irgendwann einmal arbeitslos (Code 2 in scdw18)& bis 1982, 2000: Ehepartner nicht hauptberuflich erwerbstätig (Code 3-11 in scwork)& 1984: Ehepartner noch nie hauptberuflich erwerbstätig gewesen (Code -50 in scdw12b)&Keine Angabe&Weiß nicht&Verweigert&Nicht erhoben 1986-1998, 2002-2018;;;;
429;ZA5274_Varscmps88;GEGENW.EHEP.: JETZIG. MAGNITUDEPREST.I88;;;;;;;
430;ZA5274_Varscisei88;GEGENW.EHEP.: ISEI NACH GANZEBOOM I88   ;;;;;;;
431;ZA5274_Varsfmps68;EHEM.EHEP.: MAGNITUDEPRESTIGE I68       ;;;;;;;
432;ZA5274_Varla05;FREIZEIT: MIT DEM COMPUTER BESCHAEFTIGEN;Nun einige Fragen zu Ihrer Freizeit. Geben Sie bitte zu jeder der Tätigkeiten auf dieser Liste an, wie oft Sie das in Ihrer Freizeit machen: Täglich, mindestens einmal jede Woche, mindestens einmal jeden Monat, seltener oder nie.;&Zeitschriften lesen&Schallplatten, CDs, Kassetten hören&1998: Videokassetten anschauen 2004: Videokassetten, DVDs anschauen&Sich mit dem Computer beschäftigen&Das Internet oder spezielle Online-Dienste nutzen&Sich privat weiterbilden;&Keine Angabe&Nicht erhoben 1980-1996, 2000, 2002, 2006-2018&Täglich&Mindestens einmal jede Woche&Mindestens einmal jeden Monat&Seltener&Nie;4 - Sich mit dem Computer beschäftigen;;;
433;ZA5274_Varla06;FREIZEIT: INTERNET,ONLINE-DIENSTE NUTZEN;Nun einige Fragen zu Ihrer Freizeit. Geben Sie bitte zu jeder der Tätigkeiten auf dieser Liste an, wie oft Sie das in Ihrer Freizeit machen: Täglich, mindestens einmal jede Woche, mindestens einmal jeden Monat, seltener oder nie.;&Zeitschriften lesen&Schallplatten, CDs, Kassetten hören&1998: Videokassetten anschauen 2004: Videokassetten, DVDs anschauen&Sich mit dem Computer beschäftigen&Das Internet oder spezielle Online-Dienste nutzen&Sich privat weiterbilden;&Keine Angabe&Nicht erhoben 1980-1996, 2000, 2002, 2006-2018&Täglich&Mindestens einmal jede Woche&Mindestens einmal jeden Monat&Seltener&Nie;5 - Das Internet oder spezielle Online-Dienste nutzen;;;
434;ZA5274_Varla08;FREIZEIT: EINFACH NICHTS TUN, FAULENZEN ;Nun einige Fragen zu Ihrer Freizeit. Geben Sie bitte zu jeder der Tätigkeiten auf dieser Liste an, wie oft Sie das in Ihrer Freizeit machen: Täglich, mindestens einmal jede Woche, mindestens einmal jeden Monat, seltener oder nie.;&Einfach nichts tun, faulenzen&Spazierengehen, Wandern&Yoga, Meditation, autogenes Training, Körpererfahrung;&Keine Angabe&Nicht erhoben 1980-1996, 2000, 2002, 2006-2012, 2016, 2018&Täglich&Mindestens einmal jede Woche&Mindestens einmal jeden Monat&Seltener&Nie;1 - Einfach nichts tun, faulenzen;;;
435;ZA5274_Varfe21;SAUBERKEIT U.ORDNUNG,GEW.KINDEIGENSCHAFT; A  Welche drei von den Eigenschaften auf dieser Liste hier sollte ein Kind Ihrer Meinung nach vor allem haben?;&Daß es gute Umgangsformen hat&Daß es wirklich etwas leisten will&Daß es ehrlich ist&Daß es sauber und ordentlich ist&Daß es gesunden Menschenverstand und eine gute Urteilsfähigkeit besitzt&Daß es Selbstbeherrschung besitzt&Daß es sich als Junge wie ein Junge und als Mädchen wie ein Mädchen benimmt&Daß es mit anderen Kindern gut auskommt&Daß es seinen Eltern gehorcht&Daß es verantwortungsbewußt ist&Daß es anderen gegenüber rücksichtsvoll ist&Daß es sich dafür interessiert, wie und warum Sachen funktionieren&Daß es ein guter Schüler ist;&1982: keine Teilnahme an Split 2 (Code 1 in splt82)&Keine Angabe&Nicht erhoben 1980, 1984-1991, 1994-2018&Am allerwenigsten wichtig&Gehört zu den 3 unwichtigsten Eigenschaften&Vom Befragten nicht eingestuft&Gehört zu den 3 wichtigsten Eigenschaften&Am allerwichtigsten;4 - Daß es sauber und ordentlich ist;;;
436;ZA5274_Varfe22;MENSCHENVERST.+URTEILSGABE, GEW.KINDEIG.; A  Welche drei von den Eigenschaften auf dieser Liste hier sollte ein Kind Ihrer Meinung nach vor allem haben?;&Daß es gute Umgangsformen hat&Daß es wirklich etwas leisten will&Daß es ehrlich ist&Daß es sauber und ordentlich ist&Daß es gesunden Menschenverstand und eine gute Urteilsfähigkeit besitzt&Daß es Selbstbeherrschung besitzt&Daß es sich als Junge wie ein Junge und als Mädchen wie ein Mädchen benimmt&Daß es mit anderen Kindern gut auskommt&Daß es seinen Eltern gehorcht&Daß es verantwortungsbewußt ist&Daß es anderen gegenüber rücksichtsvoll ist&Daß es sich dafür interessiert, wie und warum Sachen funktionieren&Daß es ein guter Schüler ist;&1982: keine Teilnahme an Split 2 (Code 1 in splt82)&Keine Angabe&Nicht erhoben 1980, 1984-1991, 1994-2018&Am allerwenigsten wichtig&Gehört zu den 3 unwichtigsten Eigenschaften&Vom Befragten nicht eingestuft&Gehört zu den 3 wichtigsten Eigenschaften&Am allerwichtigsten;5 - Daß es gesunden Menschenverstand und eine gute Urteilsfähigkeit besitzt;;;
437;ZA5274_Varfe24;GESCHLECHTSROLLE,GEWUENSCH.KINDEIGENSCH.; A  Welche drei von den Eigenschaften auf dieser Liste hier sollte ein Kind Ihrer Meinung nach vor allem haben?;&Daß es gute Umgangsformen hat&Daß es wirklich etwas leisten will&Daß es ehrlich ist&Daß es sauber und ordentlich ist&Daß es gesunden Menschenverstand und eine gute Urteilsfähigkeit besitzt&Daß es Selbstbeherrschung besitzt&Daß es sich als Junge wie ein Junge und als Mädchen wie ein Mädchen benimmt&Daß es mit anderen Kindern gut auskommt&Daß es seinen Eltern gehorcht&Daß es verantwortungsbewußt ist&Daß es anderen gegenüber rücksichtsvoll ist&Daß es sich dafür interessiert, wie und warum Sachen funktionieren&Daß es ein guter Schüler ist;&1982: keine Teilnahme an Split 2 (Code 1 in splt82)&Keine Angabe&Nicht erhoben 1980, 1984-1991, 1994-2018&Am allerwenigsten wichtig&Gehört zu den 3 unwichtigsten Eigenschaften&Vom Befragten nicht eingestuft&Gehört zu den 3 wichtigsten Eigenschaften&Am allerwichtigsten;7 - Daß es sich als Junge wie ein Junge und als Mädchen wie ein Mädchen benimmt;;;
438;ZA5274_Varfh03;GEMEINS.HAUSH.: WER MACHT REPARATUREN?  ;Auf dieser Liste steht eine Reihe von Tätigkeiten, die im Haushalt anfallen.  Wie werden diese Tätigkeiten in Ihrem Haushalt zwischen Ihnen und Ihrem Partner (<2008, 2016:> Ehe- / Lebenspartner) aufgeteilt?  Wer verrichtet die Tätigkeiten?;&Einkaufen der Lebensmittel&Kleine Reparaturen in Haus / Wohnung&Wäsche waschen;&Datenfehler&1994: keine Teilnahme am ISSP&Befragter ist verwitwet, geschieden, lebt getrennt (auch eingetragene Lebenspartnerschaft) oder ist ledig (Code 2-5, 7-9 in mstat& 2016 zusätzlich Code -9 in mstat) und hat keinen festen Lebenspartner (Code 2 in dp01& 2016 zusätzlich Code -9 in dp01), oder Befragter hat einen Lebenspartner, führt jedoch keinen gemeinsamen Haushalt (Code 1 in dp01 und Code 2 in dp03)&Keine Angabe&Kann ich nicht sagen&Nicht erhoben 1980-1986, 1990-1992, 1996, 1998, 2002-2006, 2010-2014, 2018&Stets die Frau&Meistens die Frau&Jeder zur Hälfte / beide gemeinsam&Meistens der Mann&Stets der Mann&Wird von anderer Person gemacht;2 - Kleine Reparaturen in Haus / Wohnung;;;
439;ZA5274_Varfn01;BRAUCHT MAN FAMILIE ZUM GLUECK?         ; Glauben Sie, dass man eine Familie braucht, um wirklich glücklich zu sein - oder glauben Sie, man kann alleine genauso glücklich leben?;;&Keine Angabe&Nicht erhoben 1982, 1986, 1990, 1994, 1998, 2004, 2008, 2012, 2016&Braucht Familie&Alleine genauso glücklich&Alleine glücklicher (<1980:> Int.: Nicht vorlesen)&Unentschieden (<1980:> Int.: Nicht vorlesen);;;;
440;ZA5274_Varla17;FREIZEIT: EHRENAMTLICHE TAETIGKEITEN    ;Und wie ist es mit diesen Tätigkeiten? Geben Sie auch hier bitte wieder an, wie oft Sie das in Ihrer Freizeit machen.;&Ausflüge oder kurze Reisen machen&Beteiligung in Parteien, in der Kommunalpolitik, Bürgerinitiativen&1998, 2004: Ehrenamtliche Tätigkeiten in Vereinen, Verbänden oder sozialen Diensten 2002, 2012 als Einzelfrage: Wie oft sind Sie in Ihrer Freizeit in Vereinen, Verbänden oder sozialen Diensten ehrenamtlich tätig?&Kirchgang, Besuch von religiösen Veranstaltungen&Künstlerische und musische Tätigkeiten (Malerei, Musizieren, Fotografie, Theater, Tanz);&Keine Angabe&Nicht erhoben 1980-1996, 2000, 2002, 2006-2018&Täglich&Mindestens einmal jede Woche&Mindestens einmal jeden Monat&Seltener&Nie;3 - 1998, 2004: Ehrenamtliche Tätigkeiten in Vereinen, Verbänden oder sozialen Diensten 2002, 2012 als Einzelfrage: Wie oft sind Sie in Ihrer Freizeit in Vereinen, Verbänden oder sozialen Diensten ehrenamtlich tätig?;;;
441;ZA5274_Varla19;FREIZEIT: KUNST, MUSISCHE TAETIGKEITEN  ;Und wie ist es mit diesen Tätigkeiten? Geben Sie auch hier bitte wieder an, wie oft Sie das in Ihrer Freizeit machen.;&Ausflüge oder kurze Reisen machen&Beteiligung in Parteien, in der Kommunalpolitik, Bürgerinitiativen&1998, 2004: Ehrenamtliche Tätigkeiten in Vereinen, Verbänden oder sozialen Diensten 2002, 2012 als Einzelfrage: Wie oft sind Sie in Ihrer Freizeit in Vereinen, Verbänden oder sozialen Diensten ehrenamtlich tätig?&Kirchgang, Besuch von religiösen Veranstaltungen&Künstlerische und musische Tätigkeiten (Malerei, Musizieren, Fotografie, Theater, Tanz);&Keine Angabe&Nicht erhoben 1980-1996, 2000, 2002, 2006-2018&Täglich&Mindestens einmal jede Woche&Mindestens einmal jeden Monat&Seltener&Nie;5 - Künstlerische und musische Tätigkeiten (Malerei, Musizieren, Fotografie, Theater, Tanz);;;
442;ZA5274_Varla25;FREIZEIT: MUSIK HOEREN                  ;Mache ich in meiner Freizeit - ;&Musik hören&Musik hören&Chatten, Soziale Netzwerke im Internet nutzen&Am Computer spielen;&Keine Angabe&Nicht erhoben 1980-2012, 2016, 2018&Täglich&Mindestens einmal jede Woche&Mindestens einmal jeden Monat&Seltener&Nie;1 - Musik hören;;;
443;ZA5274_Varlm22;KONSUMHAEUFIGK.: NACHRICHTEN PRIVATES TV;An wie vielen Tagen sehen Sie im allgemeinen in einer Woche Nachrichtensendungen der privaten Fernsehsender?;;&Keine Angabe&Nicht erhoben 1980-2006, 2010-2016&Nie bzw. Befragter sieht keine Nachrichtensendungen privater Fernsehsender (nicht Code 1 in lm21)&Seltener&An 1 Tag in der Woche&An 2 Tagen in der Woche&An 3 Tagen in der Woche&An 4 Tagen in der Woche&An 5 Tagen in der Woche&An 6 Tagen in der Woche&An allen 7 Tagen in der Woche;;;;
444;ZA5274_Varhs05;LETZTE 4 WOCHEN: NIEDERGESCHLAGEN       ; In den folgenden Fragen geht es darum, wie es Ihnen IN DEN LETZTEN VIER WOCHEN körperlich und seelisch gegangen ist. Bitte antworten Sie jeweils anhand der Liste.  Wie häufig kam es in den letzten vier Wochen vor,;&dass Sie sich gehetzt oder unter Zeitdruck fühlten?&dass Sie sich niedergeschlagen und trübsinnig fühlten?&dass Sie sich ruhig und ausgeglichen fühlten?&dass Sie jede Menge Energie verspürten?&dass Sie starke körperliche Schmerzen hatten?;&Keine Angabe&Nicht erhoben 1980-2002, 2006, 2008, 2012, 2016, 2018&Immer&Oft&Manchmal&Fast nie&Nie;2 - dass Sie sich niedergeschlagen und trübsinnig fühlten?;;;
445;ZA5274_Varhd03;BEFR.: BLUTHOCHDRUCK,HYPERTONIE         ;Hier haben wir eine Liste mit häufigen Krankheiten. Bitte sagen Sie mir, an welchen Krankheiten oder Beschwerden Sie seit mindestens 12 Monaten chronisch leiden. Nennen Sie mir bitte den bzw. die entsprechenden Kennbuchstaben.;&Allergie&Migräne&Bluthochdruck, Hypertonie&Durchblutungsstörungen am Herzen, Angina Pectoris&Rheuma, chronische Gelenkentzündung, Arthritis, Arthrose, Gicht&Wirbelsäulenschäden&Chronische Bronchitis&Asthma&Leberentzündung, Hepatitis, Leberschrumpfung, Leberzirrhose&Zuckerkrankheit, Diabetes&Krebs&Osteoporose&Sonstige, und zwar: ______;&Keine chronischen Krankheiten oder Beschwerden&Keine Angabe&Nicht erhoben 1980-2002, 2006-2012, 2016, 2018&Nicht genannt&Genannt;3 - Bluthochdruck, Hypertonie;;;
446;ZA5274_Varlm19;NACHRICHTENKONSUM: OEFFENTLICHES TV     ;Sehen Sie - zumindest gelegentlich - Nachrichtensendungen von ARD oder ZDF?;;&Befragter sieht nie fern (Code 0 in lm01)&Keine Angabe&Nicht erhoben 1980-2006, 2010-2016&Ja&Nein;;;;
447;ZA5274_Varpiscd11;LEBENSPARTNER: ISCED 2011               ;;;;;;;
448;ZA5274_Varpdw03;LEBENSP: STATUS D.NICHTERWERBSTAETIGKEIT;Bitte sehen Sie diese Liste einmal durch, und sagen Sie mir, was davon auf Ihren Partner zutrifft. Nennen Sie mir bitte den entsprechenden Kennbuchstaben.;;&Datenfehler&Befragter ist verheiratet (auch eingetragene Lebenspartnerschaft) und lebt mit Ehepartner zusammen (Code 1, 6 in mstat), ab 2016 auch: keine Antwort (Code -9) in mstat& hat keinen festen Lebenspartner (Code 2 in dp01), Lebenspartner hauptberuflich erwerbstätig (Code 1, 2, 7 in pwork)&Keine Angabe&Verweigert&Nicht erhoben 1980-1988&A Er / sie ist Schüler / Student&B Er / sie ist Rentner / Pensionär&C Er / sie ist zur Zeit arbeitslos&D Er / sie ist Hausfrau / Hausmann&E <bis 2012:> Er ist Wehr- / Zivildienstleistender <ab 2014:> Er/ sie leistet freiwilligen Wehrdienst/Bundesfreiwilligendienst/FSJ/FÖJ&F Er / sie ist aus anderen Gründen nicht (hauptberuflich) erwerbstätig;;;;
449;ZA5274_Vardf23a;VERH.BEFR.: HEIRATSJAHR , 4. EHE        ;Nennen Sie mir bitte noch das Jahr Ihrer Eheschließung. Falls Sie mehrere Male verheiratet waren, beginnen Sie mit dem Jahr, in dem die erste Heirat stattfand.;;&Nicht verheiratet (Code 3-5, 8, 9 in mstat), keine vierte Ehe&Keine Angabe&Verweigert&Nicht erhoben 1990, 1992-1998, 2002-2008, 2012-2018;;;;
450;ZA5274_Vardf24a;VERH.BEFR.: SCHEIDUNGSMONAT, 4. EHE     ;Nennen Sie mir bitte noch das Jahr Ihrer Eheschließung. Falls Sie mehrere Male verheiratet waren, beginnen Sie mit dem Jahr, in dem die erste Heirat stattfand.;;&Nicht verheiratet (Code 3-5, 8, 9 in mstat), keine vierte Ehe, vierte Ehe nicht geschieden&Keine Angabe&Verweigert&Nicht erhoben 1980-1986, 1990-1998, 2002-2008, 2012-2018&Januar&Februar&März&April&Mai&Juni&Juli&August&September&Oktober&November&Dezember;;;;
451;ZA5274_Vardf03;VERWITW.,GESCH.: BEFR MEHRFACH VERHEIR.?;Waren Sie mehrmals verheiratet?;;&Nicht generierbar&Befragte ist verheiratet oder ledig (<ab 2010:> auch eingetragene Lebenspartnerschaft) (Code 1, 2, 5-7 in mstat)&Keine Angabe&Nicht erhoben 1990, 1992-1998, 2002-2008, 2012-2018&Ja&Nein;;;;
452;ZA5274_Varpmborn;LEBENSPARTNER: GEBURTSMONAT             ;Sagen Sie mir bitte, in welchem Monat und in welchem Jahr Ihr Partner geboren wurde.;;&Datenfehler&Befragter ist verheiratet (auch eingetragene Lebenspartnerschaft) und lebt mit Ehepartner zusammen (Code 1, 6 in mstat), ab 2016 auch: keine Antwort (Code -9) in mstat& hat keinen festen Lebenspartner (Code 2 in dp01)& 1994-1998 zusätzlich: hat gemeinsamen Haushalt mit Lebenspartner (Code 1 in dp03)&Keine Angabe&Verweigert&Nicht erhoben 1980-1984&Januar&Februar&März&April&Mai&Juni&Juli&August&September&Oktober&November&Dezember;;;;
453;ZA5274_Varpage;LEBENSPARTNER: ALTER                    ;;;;;;;
454;ZA5274_Varpdn05;LEBENSPARTNER: VON GEBURT AN DEUTSCH?   ;Besitzt er/sie die deutsche Staatsbürgerschaft von Geburt an?;;&Befragter ist verheiratet und lebt mit Ehepartner zusammen (Code 1, 6 in mstat), 2016 auch: keine Antwort (Code -9) in mstat& hat keinen festen Lebenspartner (Code 2 in dp01), Lebenspartner hat keine deutsche Staatsbürgerschaft (Code 120-999 in pdn01)&Keine Angabe&Nicht erhoben 1980-1994, 1998-2004, 2008-2014, 2018&Ja&Nein;;;;
455;ZA5274_Varpde17;LEBENSPARTNER: ART DES FH-ABSCHLUSSES   ;Um welche Art von Fachhochschulabschluss handelt es sich dabei? Bitte nennen Sie mir nur den höchsten Abschluss, den Ihr Partner/Ihre Partnerin (<2016:> er/sie) erlangt hat.;;&Datenfehler&Befragter lebt mit Ehepartner zusammen (Code 1, 6 in mstat), ab 2016 auch: keine Antwort (Code -9) in mstat& hat keinen festen Lebenspartner (Code 2 in dp01) oder Lebenspartner ist noch Schüler (Code 7 in peduc), Lebenspartner hat keinen Fachhochschulabschluss (Code 0 in pde14)&Keine Angabe&Nicht erhoben 1980-2010&A Bachelor&B Master&C Diplom&D Magister&E Staatsexamen oder Lehramtsprüfung&F Promotion&G Sonstiger Abschluss;;;;
456;ZA5274_Vardf04b;VERWITW.,GESCH.: HEIRATSMONAT, 1. EHE   ;Nennen Sie mir bitte das Jahr Ihrer Eheschließung. Falls Sie mehrere Male verheiratet waren, beginnen Sie mit dem Jahr, in dem Sie das erste Mal geheiratet haben. Seit wann sind Sie geschieden (verwitwet)?;;&Verheiratet oder ledig (Code 1, 2, 5-7 in mstat)&Keine Angabe&Weiß nicht&Verweigert&Nicht erhoben 1980-1986, 1990, 1992-1998, 2002-2008, 2012-2018&Januar&Februar&März&April&Mai&Juni&Juli&August&September&Oktober&November&Dezember;;;;
457;ZA5274_Vardf21b;VERWITW.,GESCH.: TODESJAHR, 3. EHEP.    ;Nennen Sie mir bitte das Jahr Ihrer Eheschließung. Falls Sie mehrere Male verheiratet waren, beginnen Sie mit dem Jahr, in dem Sie das erste Mal geheiratet haben. Seit wann sind Sie geschieden (verwitwet)?;;&Verheiratet oder ledig (Code 1, 2, 5-7 in mstat), keine dritte Ehe, dritter Ehepartner nicht verstorben&Keine Angabe&Weiß nicht&Verweigert&Nicht erhoben 1990, 1992-1998, 2002-2008, 2012-2018;;;;
458;ZA5274_Varpisei68;LEBENSPARTNER: ISEI NACH GANZEBOOM I68  ;;;;;;;
459;ZA5274_Varcs06;ALKOHOL AM STEUER IN DER ZUKUNFT?       ; Unabhängig davon, ob Sie die genannten kleineren Gesetzes- übertretungen in der Vergangenheit tatsächlich schon einmal begangen haben oder nicht: Können Sie sich vorstellen, daß Sie in Zukunft so etwas unter Umständen (wieder) tun würden, oder würden Sie so etwas unter keinen Umständen (wieder) tun?  Bitte kreuzen Sie bei jeder der vier genannten kleineren Gesetzesübertretungen Ihre Antwort auf diese Frage an.;&Öffentliche Verkehrsmittel benutzen, ohne einen gültigen Fahrausweis zu besitzen.&Mit mehr als 0,8 Promille Alkohol im Blut ein Kraftfahrzeug fahren.&In einem Kaufhaus oder Geschäft Waren mitnehmen, ohne zu bezahlen.&Falsche Angaben bei der Einkommensteuererklärung oder beim Lohnsteuerjahresausgleich machen, um weniger Steuern zahlen zu müssen. Bitte stecken Sie dieses Blatt in den Umschlag und geben ihn der Interviewerin / dem Interviewer zurück.;&2000 CAPI: keine Teilnahme an Split 1 (Code 2 in splt00)&Beiblatt nicht ausgefüllt&Keine Angabe&Verweigert&Nicht erhoben 1980-1988, 1991-1998, 2002-2018&Ja, würde ich unter Umständen (wieder) tun&Nein, würde ich unter keinen Umständen (wieder) tun;2 - Mit mehr als 0,8 Promille Alkohol im Blut ein Kraftfahrzeug fahren.;;;
460;ZA5274_Varcp02;ENTDECKUNGSWAHRSCHEIN.:ALKOHOL AM STEUER; Stellen Sie sich vor, Sie würden mit mehr als 0,8 Promille Alkohol im Blut ein Kraftfahrzeug fahren: Wie wahrscheinlich wäre es Ihrer Ansicht nach, daß die Polizei Sie dabei entdecken würde? Benutzen Sie für Ihre Antwort bitte die Liste.;;&2000 CAPI: keine Teilnahme an Split 1 (Code 2 in splt00)&Keine Angabe&Weiß nicht&Nicht erhoben 1980-1988, 1991-1998, 2002-2018&Sehr unwahrscheinlich&Eher unwahrscheinlich&Ungefähr 50 zu 50&Eher wahrscheinlich&Sehr wahrscheinlich;;;;
461;ZA5274_Varcp03;ENTDECKUNGSWAHRSCHEIN.:KAUFHAUSDIEBSTAHL; Und einmal angenommen, Sie würden in einem Kaufhaus oder Geschäft Waren mitnehmen, ohne zu bezahlen: Wie wahrscheinlich wäre es Ihrer Ansicht nach, daß man Sie dabei entdecken würde? Benutzen Sie für Ihre Antwort bitte die Liste.;;&2000 CAPI: keine Teilnahme an Split 1 (Code 2 in splt00)&Keine Angabe&Weiß nicht&Nicht erhoben 1980-1988, 1991-1998, 2002-2018&Sehr unwahrscheinlich&Eher unwahrscheinlich&Ungefähr 50 zu 50&Eher wahrscheinlich&Sehr wahrscheinlich;;;;
462;ZA5274_Varca21;WICHTIGKEIT: BESTRAFUNG EINES DIEBES    ; Nehmen wir an, Sie wurden das Opfer eines Diebstahls. Der Täter wird gefaßt und ersetzt Ihnen den Schaden. Wie wichtig wäre es Ihnen, daß der Täter auch noch bestraft wird? Benutzen Sie für Ihre Antwort bitte die Liste.;;&2000 CAPI: keine Teilnahme an Split 1 (Code 2 in splt00)&Keine Angabe&Weiß nicht&Verweigert&Nicht erhoben 1980-1988, 1991-1998, 2002-2018&Sehr wichtig&Ziemlich wichtig&Weniger wichtig&Überhaupt nicht wichtig;;;;
463;ZA5274_Varca23;ABSCHRECKUNG DURCH HARTE STRAFEN?       ; Glauben Sie, daß man durch harte Strafen die Kriminalität senken kann?;;&2000 CAPI: keine Teilnahme an Split 1 (Code 2 in splt00)&Keine Angabe&Weiß nicht&Nicht erhoben 1980-1988, 1991-1998, 2002-2018&Ja&Nein;;;;
464;ZA5274_Varsm02;FRUEHER GEWERKSCHAFTSMITGLIED?          ;Waren Sie früher einmal Mitglied in einer Gewerkschaft?;;&Ist derzeit Mitglied in einer Gewerkschaft (Code 1 in sm01)&Keine Angabe&Weiß nicht&Verweigert& <2004-2014:> Nein, Befragter will Frage nicht beantworten (Code -7 in sm01)&Nicht erhoben 1980-2000&Ja&Nein;;;;
465;ZA5274_Varsm15;MITGLIED: DGB                           ;Sind Sie persönlich im Augenblick Mitglied einer Organisation (<1980, 1982:> oder eines Vereins)? Gehen Sie bitte diese Liste durch und sagen Sie mir, wo Sie Mitglied sind.;&Gewerkschaft im Deutschen Gewerkschaftsbund (DGB)&Deutsche Angestelltengewerkschaft (DAG);&Keine Angabe&Verweigert&Nicht erhoben 2000-2018&Nicht genannt&Genannt;1 - Gewerkschaft im Deutschen Gewerkschaftsbund (DGB);;;
466;ZA5274_Varsm17;MITGLIED: ANDERE GEWERKSCHAFT           ;Bitte sagen Sie mir, wo Sie Mitglied sind.;&Andere Gewerkschaft, und zwar:;&Keine Angabe&Nicht erhoben 1980-1992, 1998-2018&Nicht genannt&Genannt;1 - Andere Gewerkschaft, und zwar:;;;
467;ZA5274_Varsm18;MITGLIED: CGB (CHRISTLICHE GEWERKSCHAFT);Liste vorlegen!;&Gewerkschaftsverband im Christlichen Gewerkschaftsbund Deutschlands (CGB)&Verband in der Union der Leitenden Angestellten (ULA)&Berufsverband der freien Berufe;&Keine Angabe&Verweigert&Nicht erhoben 1980-1984, 1994, 1996, 2000-2018&Nicht genannt&Genannt;1 - Gewerkschaftsverband im Christlichen Gewerkschaftsbund Deutschlands (CGB);;;
468;ZA5274_Varfe09;ERZIEHUNGSZIEL: FLEISS                  ; Unsere nächste Frage bezieht sich auf den Bereich der Erziehung. Auf diesen Karten hier stehen einige Eigenschaften und Fähigkeiten, die man durch Erziehung fördern kann. Wie wichtig finden Sie persönlich diese Erziehungsziele - wenn Sie an die Erziehung eines etwa 10-jährigen Kindes denken? Benutzen Sie für Ihre Antworten bitte wieder die Skala rechts auf den Kärtchen.;&- Selbständigkeit&- Selbstvertrauen&- Gute Umgangsformen&- Durchsetzungsfähigkeit&- Gute Schulleistungen&- Verantwortungsbewußtsein&- Kritikfähigkeit&- Verständnis für andere&- Fleiß;&1982: keine Teilnahme an Split 1 (Code 2 in splt82)&Keine Angabe&Weiß nicht&Verweigert&Nicht erhoben 1984-2018&1 - unwichtig&..&..&..&..&..&7 - sehr wichtig;9 - - Fleiß;;;
469;ZA5274_Varfe10;ERZIEHUNGSZIEL DER SCHULE: 1.NENNUNG    ; Was sollten Ihrer Meinung nach die Kinder auf der Schule ganz allgemein mitbekommen? Lesen Sie bitte einmal alle Punkte auf dieser Liste durch. Bitte wählen Sie aus diesen Möglichkeiten die drei Punkte aus, die Ihnen am wichtigsten erscheinen.;&Als 1. genannt;&Keine Angabe&Nicht erhoben 1980-1984, 1988, 1990, 1992-2018&Persönliche Selbständigkeit&Ordnung und Disziplin&Kenntnisse für den Beruf&Lebensfreude&Gute Umgangsformen&Eigene Urteilsfähigkeit&Achtung vor Mitmenschen&Sicheres Selbstbewußtsein&Vielseitiges Wissen;1 - Als 1. genannt;;;
470;ZA5274_Varfe13;KIND: LERNZIEL GEHORCHEN                ; Was von dieser Liste würden Sie für das Wichtigste halten, das ein Kind lernen sollte, um sich auf das Leben vorzubereiten?;&Zu gehorchen;&Keine Angabe&Weiß nicht&Nicht erhoben 1980-1991, 1994, 1998, 2002-2018&Am wichtigsten&Am zweitwichtigsten&An dritter Stelle&An vierter Stelle&An fünfter Stelle;1 - Zu gehorchen;;;
471;ZA5274_Varde08;BEFR.: GEWERBLICHE, LANDWIRTSCH. LEHRE  ;Welchen beruflichen Ausbildungsabschluß haben Sie?;&Kein beruflicher Ausbildungsabschluss&Abgeschlossene gewerbliche oder landwirtschaftliche Lehre&Abgeschlossene kaufmännische Lehre&Berufliches Praktikum, Volontariat&Meister-, Techniker- oder gleichwertiger Fachschulabschluss&Hochschulabschluss;&Nicht generierbar&Ab 1986: Befragter ist noch Schüler (Code 7 in educ)& nur 1986 zusätzlich: Befragter derzeit in Ausbildung (Code 1-4 in V29, ZA1500)&Keine Angabe&Nicht genannt&Genannt;2 - Abgeschlossene gewerbliche oder landwirtschaftliche Lehre;;;
472;ZA5274_Varde14;BEFR.: FACHHOCHSCHULABSCHLUSS           ;Welchen beruflichen Ausbildungsabschluß haben Sie?;&Fachhochschulabschluss (auch Abschluss einer Ingenieurschule);&Nicht generierbar&Ab 1986: Befragter ist noch Schüler (Code 7 in educ)& nur 1986 zusätzlich: Befragter derzeit in Ausbildung (Code 1-4 in V29, ZA1500)& 1991 zusätzlich: Befragter wohnt in den neuen Bundesländern (Code 2 in eastwest)&Keine Angabe&Nicht genannt&Genannt;1 - Fachhochschulabschluss (auch Abschluss einer Ingenieurschule);;;
